titles;is_service
Старший помічник Генерального прокурора України з особливих доручень ;1
Старший слідчий в особливо важливих справах ;1
Старший черговий агентства повітряних сполучень ;1
Старший штурман авіаційного училища ;1
"Старший штурман авіаційної ескадрильї, об'єднаної з аеропортом ";1
Старший штурман навчального авіаційного центру ;1
Старший штурман об'єднаного авіаційного загону ;1
Старшина (поліція);1
Статистик медичний ;1
Статистик ;1
Стендовик ;1
Стенографіст ;1
Стереотипер ;1
Стерилізаторник вати ;1
Стерилізаторник живильних середовищ ;1
Стерилізаторник матеріалів та препаратів ;1
Стерновий (керманич) ;1
Стивідор у найважливіших морських портах ;1
Стивідор ;1
Стикувальник гумових виробів ;1
Стикувальник смуг ;1
Стикувальник текстилю на пресі ;1
Стильмейкер ;1
Стовбуровий (підземний) ;1
Стовбуровий (поверхневий) ;1
Столяр будівельний ;1
Столяр з вироблення та ремонту деталей і вузлів музичних інструментів ;1
Столяр судновий ;1
Столяр ;1
Столяр-верстатник (будівельні роботи) ;1
Столяр-виробник декорацій ;1
Сторож ;1
Стратиграф ;1
Страховий експерт з охорони праці ;1
Страхувальник ;1
Стригаль ворсу ;1
Стрижневик машинного формування ;1
Стрижневик ручного формування ;1
Стрілець ;1
Стрічковий прибиральник ;1
Стропальник ;1
Стругальник блоків з оргскла ;1
Стругальник целулоїдних блоків ;1
Стругальник шкіряно-хутряної сировини та напівфабрикатів ;1
Стругальник ;1
Струнник ;1
Струнонавивальник ;1
Стюард (готелі та інші місця розміщення) ;1
Стюард (заклади ресторанного господарства) ;1
Стюард (інші послуги фізичним та юридичним особам) ;1
Стюард (послуги у дорозі) ;1
Стюард (стадіони та інші спортивні споруди) ;1
Стюард ;1
Суддя Апеляційного суду України ;1
Суддя Верховного суду ;1
Суддя Вищого адміністративного суду України ;1
Суддя Вищого господарського суду України ;1
Суддя Вищого спеціалізованого суду України з розгляду цивільних і кримінальних справ;1
Суддя з виду спорту ;1
Суддя з випробування племінних коней ;1
Суддя ;1
Судноводій маломірного моторного судна;1
Судноводій малотоннажного судна ;1
Суднокорпусник-ремонтник ;1
Суднопропускник ;1
Судовий виконавець ;1
Судовий експерт ;1
Судовий розпорядник ;1
Сукновал ;1
Сульфатник ;1
Суперінтендант ;1
Супроводжувач осіб з інвалідністю;1
Суфлер ;1
Сушильник (виробництво текстилю) ;1
Сушильник (виробництво фанери) ;1
Сушильник (виробництво цитринової та виннокам'яної кислот) ;1
Сушильник (заправник) ;1
Сушильник (збагачення) ;1
Сушильник абразивних виробів ;1
Сушильник азбестоцементних виробів ;1
Сушильник вакуум-формувальної машини ;1
Сушильник ваніліну ;1
Сушильник виробів (виробництво стінових та в'яжучих матеріалів) ;1
Сушильник виробів (ремізо-бердне виробництво) ;1
Сушильник виробів (хімічне чищення й фарбування) ;1
Сушильник відходів ;1
Сушильник девулканізату ;1
Сушильник деталей та іграшок ;1
Сушильник деталей та приладів ;1
Сушильник довготрубчастих макаронів ;1
Сушильник дощечок ;1
Сушильник дріжджів ;1
Сушильник електродів ;1
Сушильник елементного виробництва ;1
Сушильник жерсті ;1
Сушильник заготовок та художніх виробів ;1
Сушильник заповнювачів ;1
Сушильник компонентів обмазки та флюсів ;1
Сушильник лінолеуму ;1
Сушильник луб'яної сировини ;1
Сушильник махоркової крихти ;1
Сушильник молочного цукру ;1
Сушильник пакетів конденсаторів ;1
Сушильник папероробної (картоноробної) машини ;1
"Сушильник паперу, картону та виробів з них ";1
Сушильник перо-пухової сировини ;1
Сушильник плівки бутафоль ;1
Сушильник посилальних матеріалів ;1
Сушильник преспата ;1
Сушильник рослин ;1
Сушильник сировини та матеріалів ;1
"Сушильник сировини, напівфабрикатів та виробів ";1
Сушильник скловиробів ;1
Сушильник стрижнів ;1
"Сушильник стрижнів, форм та формувальних матеріалів ";1
Сушильник теплоізоляційних виробів ;1
Сушильник тютюну ;1
"Сушильник фарфорових, фаянсових, керамічних виробів і сировини ";1
Сушильник харчової продукції (виробництво цукру) ;1
Сушильник харчової продукції (молочне виробництво) ;1
Сушильник харчової продукції (м'ясні та рибні продукти) ;1
Сушильник харчової продукції (перероблення тютюну) ;1
Сушильник шкурок кролів ;1
"Сушильник шліфзерна, шліфпорошків та шихтових матеріалів ";1
Сюрвейєр вантажний ;1
Табельник ;1
Таблетувальник ;1
Такелажник на монтажі ;1
Такелажник судновий ;1
Такелажник ;1
Таксидерміст ;1
Таксономіст ;1
Таксувальник перевізних документів ;1
Таксувальник ;1
Талькувальник листів та стрічок ;1
Тальман ;1
Танцюрист у нічному клубі ;1
Тарифікатор агентства повітряних сполучень і аеропорту ;1
Тарифікатор ;1
Тасьмовик ;1
Тваринник ;1
Телеграфіст ;1
Телеоператор ;1
Телефоніст довідкової служби міської телефонної мережі ;1
Телефоніст міжміського телефонного зв'язку ;1
Телефоніст місцевого телефонного зв'язку ;1
Темперувальник жирової основи ;1
Теплотехнік ;1
Терапевт мови і мовлення;1
Теріолог ;1
Терміст з оброблення слюди ;1
Терміст купроксних та селенових випрямлячів ;1
Терміст на установках СВЧ ;1
Терміст нафталінових печей ;1
Терміст прокату й труб ;1
Терміст холодом ;1
Терміст ;1
Термодинамік ;1
Термодрукар ;1
Термообробник деревноволокнистих плит ;1
Термообробник проводів та кабелів ;1
Термообробник пряжі ;1
Термообробник текстильно-галантерейних виробів ;1
Термообробник хутряних шкурок ;1
Термообробник швацьких виробів ;1
Термообробник щетини та волосу ;1
Термопластикаторник ;1
Терморізальник ;1
"Термостатник (виробництво медикаментів, вітамінів, медичних препаратів і матеріалів) ";1
Термостатник (електротехнічне виробництво) ;1
Термоусадник ;1
Тесальник спецсортиментів ;1
Тесляр судновий ;1
Тесляр ;1
Технік (механік) авіаційний з експлуатації авіаційного устаткування об'єктивного контролю ;1
Технік (механік) авіаційний з експлуатації повітряних суден (систем повітряних суден) ;1
Технік (природознавчі науки) ;1
Технік (сфера захисту інформації) ;1
Технік (хімічні технології) ;1
Технік автоматизованих систем траєкторних вимірів ;1
Технік аеродромної служби ;1
Технік ветеринарної медицини ;1
Технік електрозв'язку ;1
Технік з аварійно-рятувальних робіт ;1
Технік з автоматизації виробничих процесів ;1
Технік з автоматизованих систем льотного контролю ;1
Технік з аеронавігаційної інформації ;1
Технік з архітектурного проектування ;1
Технік з буріння ;1
Технік з видобутку нафти й газу ;1
Технік з виробництва продукції аквакультури ;1
Технік з діагностичного устаткування ;1
Технік з експлуатації біоенергетичних установок ;1
Технік з експлуатації вітроенергетичних установок ;1
Технік з експлуатації гідроенергетичних установок ;1
Технік з експлуатації мереж і споруд водопровідно-каналізаційного господарства ;1
Технік з експлуатації нафтопроводів ;1
Технік з експлуатації сонячних енергетичних установок ;1
Технік з експлуатації та ремонту спортивної техніки ;1
Технік з експлуатації та ремонту устаткування ;1
Технік з експлуатації устаткування газових об'єктів ;1
Технік з електрохімічного захисту ;1
Технік з інвентаризації нерухомого майна ;1
Технік з інструменту ;1
Технік з метрології ;1
Технік з механізації трудомістких процесів ;1
Технік з налагоджування та випробувань ;1
Технік з нормування праці ;1
Технік з об'єктивного контролю ;1
Технік з обліку ;1
Технік з обслуговування інженерно-технічних засобів охорони (пенітенціарна система) ;1
Технік з підготовки виробництва ;1
Технік з підготовки та транспортування нафти та газу ;1
Технік з підготовки технічної документації ;1
Технік з планування ;1
Технік з племінної справи ;1
Технік з праці ;1
Технік з промислового рибальства ;1
Технік з радіолокації ;1
Технік з радіонавігації ;1
Технік з сигналізації ;1
Технік з фізичного захисту (сфера використання ядерної енергії) ;1
Технік зубний ;1
Технік із звукозапису ;1
Технік із конфігурованої комп'ютерної системи ;1
Технік із лісозаготівель ;1
Технік із світлотехнічного та електротехнічного забезпечення польотів ;1
Технік із системного адміністрування ;1
Технік із стандартизації ;1
Технік із структурованої кабельної системи ;1
Технік лісового господарства ;1
Технік маяка ;1
Технік мисливського господарства ;1
Технік обчислювального (інформаційно-обчислювального) центру ;1
Технік поштового зв'язку ;1
Технік санітарно-технічних систем ;1
Технік тренажера ;1
Технік ;1
Технік-агрометеоролог ;1
Технік-агрохімік ;1
Технік-аеролог ;1
Технік-аерофотограметрист ;1
Технік-будівельник (дорожнє будівництво) ;1
Технік-будівельник ;1
Технік-геодезист ;1
Технік-геолог ;1
Технік-геофізик ;1
Технік-гідрогеолог ;1
Технік-гідрограф ;1
Технік-гідролісомеліоратор;1
Технік-гідролог ;1
Технік-гідрометрист ;1
Технік-гідротехнік ;1
Технік-гідротехнік ;1
Технік-ґрунтознавець ;1
Технік-дефектоскопіст;1
Технік-дизайнер (будівництво) ;1
Технік-доглядач ;1
Технік-дозиметрист ;1
Технік-еколог ;1
Технік-електрик ;1
Технік-електромеханік гірничий ;1
Технік-енергетик ;1
Технік-землевпорядник ;1
Технік-інспектор з контролю за використанням палива ;1
Технік-інспектор ;1
Технік-картограф ;1
Технік-конструктор (електроніка) ;1
Технік-конструктор (електротехніка) ;1
Технік-конструктор (механіка) ;1
Технік-конструктор ;1
Технік-лаборант (біологічні дослідження) ;1
Технік-лаборант (будівництво) ;1
"Технік-лаборант (видобувна промисловість, металургія) ";1
Технік-лаборант (хімічне виробництво) ;1
Технік-лаборант (хімічні та фізичні дослідження) ;1
Технік-лаборант з клінічної нейрофізіології ;1
Технік-лаборант ;1
Технік-лісопатолог ;1
Технік-маркшейдер ;1
Технік-метеоролог ;1
Технік-механік з ремонту технологічного устаткування ;1
Технік-механік із меліорації сільськогосподарського виробництва ;1
Технік-механік сільськогосподарського (лісогосподарського) виробництва ;1
Технік-мехатронік;1
Технік-океанолог ;1
Технік-оператор електронного устаткування ;1
Технік-оператор оптичного устаткування ;1
Технік-оптик ;1
Технік-ортезист-гіпсовиливальник ;1
Технік-програміст ;1
Технік-проектувальник ;1
Технік-протезист-ортезист;1
Технік-радіометрист ;1
Технік-рибовод ;1
Технік-таксатор ;1
Технік-теплотехнік (будівництво) ;1
Технік-теплотехнік ;1
Технік-технолог (виробництво будівельних виробів і конструкцій) ;1
Технік-технолог (виробництво кольорових металів та сплавів) ;1
Технік-технолог (виробництво сталі та феросплавів) ;1
Технік-технолог (виробництво чавуну) ;1
Технік-технолог (електроніка) ;1
Технік-технолог (електротехніка) ;1
Технік-технолог (лиття металів) ;1
Технік-технолог (механіка) ;1
Технік-технолог (обробка металів тиском) ;1
Технік-технолог (текстильна та легка промисловість) ;1
Технік-технолог гірничий ;1
Технік-технолог з бродильного виробництва та виноробства ;1
"Технік-технолог з виробництва борошняних, кондитерських виробів та харчоконцентратів ";1
Технік-технолог з виробництва жирів і жирозамінників ;1
Технік-технолог з виробництва меблів ;1
Технік-технолог з виробництва молочних продуктів ;1
Технік-технолог з виробництва м'ясних продуктів ;1
Технік-технолог з виробництва оптичних і оптико-електронних приладів ;1
Технік-технолог з виробництва полісахаридів ;1
Технік-технолог з виробництва та переробки продукції тваринництва ;1
Технік-технолог з виробництва цукристих речовин ;1
Технік-технолог з переробки плодоовочевої продукції ;1
Технік-технолог з переробки риби та морепродуктів ;1
Технік-технолог з технології харчування ;1
Технік-технолог зі зберігання та переробки зерна ;1
Технік-технолог із зварювання;1
Технік-технолог ;1
Технік-топограф кадастровий ;1
Технік-топограф ;1
Технік-фотограмметрист ;1
Технічний керівник геологічної партії ;0
Технічний керівник лісобіржі ;0
Технічний керівник ;0
Технолог (будівельні матеріали) ;1
Технолог (видавничо-поліграфічне виробництво) ;1
Технолог електронних мультимедійних видань ;1
Технолог з виробництва продукції аквакультури ;1
Технолог з виробництва та переробки продукції тваринництва ;1
Технолог з ідентифікації і реєстрації тварин;1
Технолог з лабораторної діагностики ;1
Технолог з рентгенологічної діагностики ;1
Технолог з рибальства ;1
Технолог зі зберігання та первинної переробки продукції рослинництва;1
Технолог із агрономії ;1
Технолог ортопедичний;1
Технолог ;1
Технолог-видавець ;1
Технолог-гідротехнік ;1
Технолог-дослідник (видавничо-поліграфічне виробництво) ;1
Технолог-дослідник з виробництва та переробки продукції тваринництва ;1
Технолог-дослідник зі зберігання та первинної переробки продукції рослинництва;1
"Технологічний керівник (лісопункту, лісопромислового комплексу, цеху, нижнього складу, лісозаготівельної дільниці) ";0
Технолог-наставник ;1
Технолог-рибовод ;1
Тимчасовий адміністратор ;1
Тістороб ;1
Ткач ручного художнього ткацтва ;1
Ткач ;1
Товарознавець ;1
Токар з оброблення абразивних виробів ;1
Токар з оброблення азбестоцементних труб та муфт ;1
Токар по каменю ;1
Токар судновий ;1
Токар ;1
Токар-затилувальник ;1
Токар-карусельник ;1
Токар-напівавтоматник ;1
Токар-револьверник ;1
Токар-розточувальник ;1
Токсиколог ;1
Топограф кадастровий ;1
Топограф ;1
Торговельний брокер (маклер) ;1
Торговець (власність) ;1
Торговець (інженерні розробки) ;1
Торговець (обслуговування бізнесу та реклами) ;1
Торговець комерційний ;1
Торговець нерухомістю ;1
Торговець промисловий ;1
Торговець рибою ;1
Торговець роз'їзний ;1
Торговець технічний ;1
Торочківник ;1
Торфоробітник ;1
Точильник головок ;1
Точильник кардної гарнітури ;1
Точильник стригальних ножів ;1
Точильник ;1
Травильник валів ;1
Травильник кліше ;1
Травильник купроксних випрямних елементів ;1
Травильник прецизійного травлення ;1
Травильник радіокераміки ;1
Травильник розмірного травлення;1
Травильник синтетичних матеріалів на тканинній основі ;1
Травильник скла плавиковою кислотою ;1
Травильник фарфорових та фаянсових виробів ;1
Травильник фольги (виробництво годинників) ;1
Травильник фольги (електронна техніка) ;1
Травильник форм глибокого друкування ;1
Травильник ;1
Тракторист (лісозаготівельні роботи) ;1
Тракторист ;1
Тракторист-машиніст сільськогосподарського (лісогосподарського) виробництва ;1
Трамбувальник вогнеприпасів з карборунду ;1
Трамбувальник ізоляційного матеріалу ;1
Трансплант-координатор;1
Трансплант-координатор патолого-анатомічного бюро (бюро судово-медичної експертизи);1
Транспортувальник (обслуговування механізмів) ;1
Транспортувальник (такелажні роботи) ;1
Транспортувальник гарячого клінкеру ;1
Транспортувальник спеціальних виробів (спеціальні хімічні виробництва);1
Транспортувальник у ливарному виробництві ;1
Транспортувальник шихти ;1
Трафаретник (виробництво художніх виробів) ;1
Трафаретник (поліграфічне виробництво) ;1
Трелювальник ;1
"Тренер з виду спорту (федерації, збірної чи клубної команди, спортивної школи і т. ін.) ";1
Тренер коней ;1
"Тренер-викладач з виду спорту (спортивної школи, секції і т. ін.) ";1
Тренер-методист;1
Тренувальник радіодеталей ;1
Третій помічник капітана (на суднах внутрішнього плавання) ;1
"Третій помічник командира земснаряда (землесоса, дноочищувального снаряда) ";1
Трубник на солекомбайні ;1
Трубозгинальник судновий ;1
Труболиварник-формувальник ;1
Трубопровідник лінійний ;1
Трубопровідник судновий ;1
Трубопрокатник ;1
Трунар ;1
Тузлукувальник шкур ;1
Тунелепрокладник у бунтах бавовни-сирцю ;1
Тунельний робітник ;1
Тунельник (обробка каменю та виробництво каменеливарних виробів) ;1
Тунельник (чорна металургія) ;1
Тунельник-моторист скіпового підіймача ;1
Туризмознавець ;1
Тютюнник ;1
Укладальник виробів ;1
Укладальник деталей та виробів ;1
"Укладальник пиломатеріалів, деталей та виробів з деревини ";1
Укладальник підлогових покриттів;1
Укладальник продуктів консервування ;1
Укладальник продукції медичного призначення ;1
Укладальник прокату ;1
Укладальник промислових залізобетонних труб ;1
Укладальник промислових цегляних труб ;1
Укладальник синелі ;1
Укладальник сировини ;1
Укладальник склонитки у вироби ;1
Укладальник тексту ;1
Укладальник хлібобулочних виробів ;1
Укладальник-вибиральник мокрого товару та пряжі ручним способом ;1
Укладальник-пакувальник ;1
Укладач вагонних партій тютюну ;1
Укладач кінопрограм ;1
Укладач колагенової маси ;1
Укладач лоцій ;1
Укладач маси на мішалках ;1
Укладач опису об'єктів населених пунктів ;1
Укладач фтористих присадок ;1
Уніформіст ;1
Уповноважена особа (виробництво лікарських засобів);1
Уповноважена особа з питань відповідності (енергетика);1
Уповноважений з антикорупційної діяльності;1
Уповноважений з прав людини ;1
Уповноважений з приймання суден від суднобудівних заводів ;1
Уповноважений із захисту державної мови;1
Уповноважений контори з імпорту худоби ;1
Уповноважений Президента України з прав дитини;1
Уповноважений Президента України ;1
Урядовий уповноважений з прав осіб з інвалідністю;1
Урядовий уповноважений ;1
Усереднювач (спеціальні хімічні виробництва);1
Усереднювач сировини ;1
Установник алмазів ;1
Установник бурильних замків ;1
Установник виробів в емалюванні ;1
Установник декорацій ;1
Установник каталізаторних сіток ;1
Установник кольору та світла ;1
Установник ладових пластин ;1
Установник прядильних блоків та гарнітури ;1
Установник склоплавильних посудин ;1
Установник фільєрних пластин ;1
Установник художніх творів ;1
Учений секретар ;1
Ущільнювач припою ;1
Фабрикатор ;1
Фанерувальник художніх виробів з дерева ;1
Фарбовар ;1
Фарботерник ;1
Фарбоукладач ;1
Фарбувальник (виробництво текстилю) ;1
Фарбувальник (хімічне виробництво) ;1
Фарбувальник (хімічне чищення й фарбування) ;1
Фарбувальник виробів із склопластиків ;1
Фарбувальник волосу ;1
Фарбувальник гумових виробів ;1
Фарбувальник дзеркал ;1
Фарбувальник іграшок ;1
Фарбувальник матеріалів для іграшок ;1
Фарбувальник мікрозрізів ;1
Фарбувальник олівців ;1
Фарбувальник приладів і деталей ;1
Фарбувальник сиропу ;1
Фарбувальник хутра та шубної овчини ;1
Фарбувальник шкір ;1
Фармаколог ;1
Фармацевт;1
Фармацевт клінічний;1
Фармацевт-аналітик;1
Фармацевт-інтерн;1
Фармацевт-косметолог;1
Фармацевт-токсиколог;1
Фарширувальник овочів ;1
Фаршомісильник ;1
Фасувальник жмутів щетини та волосу ;1
Фасувальник медичних виробів ;1
"Фахівець (з допомоги неблагополучним родинам, грошової допомоги дітям і т. ін.) ";1
Фахівець (консультант) інклюзивно-ресурсного центру;1
Фахівець (офіцер) охорони компанії (портових засобів) ;1
Фахівець безконтактного масажу ;1
Фахівець з аналізу ринку праці ;1
Фахівець з бджільництва ;1
Фахівець з бібліотечної справи;1
Фахівець з біотехнології ;1
Фахівець з біржових операцій ;1
Фахівець з ведення реєстру власників іменних цінних паперів ;1
Фахівець з виготовлення штучного льоду ;1
Фахівець з видавничо-поліграфічного виробництва ;1
Фахівець з використання водних ресурсів ;1
Фахівець з вирішення конфліктів (побутова сфера) ;1
Фахівець з виробництва продукції аквакультури ;1
Фахівець з геосистемного моніторингу навколишнього середовища ;1
Фахівець з готельного обслуговування ;1
Фахівець з громадського здоров’я;1
Фахівець з депозитарної діяльності ;1
Фахівець з дистанційного зондування землі та аерокосмічного моніторингу ;1
Фахівець з дізнання у сфері цивільного захисту ;1
Фахівець з діяльності професійних спілок;1
Фахівець з довкілля та здоров’я;1
Фахівець з екологічної освіти ;1
Фахівець з економічного моделювання екологічних систем ;1
"Фахівець з експлуатації електричних станцій, енергетичних установок та мереж";1
Фахівець з енергетичного менеджменту ;0
Фахівець з ефективності підприємництва ;1
Фахівець з інтерв'ювання (засоби масової інформації) ;1
Фахівець з інтерв'ювання ;1
Фахівець з інформаційних технологій ;1
Фахівець з квітникарства ;1
Фахівець з комп'ютерної графіки (дизайну) ;1
Фахівець з корпоративного управління ;1
Фахівець з коштовного каміння (гемолог) ;1
Фахівець з криптографічного захисту інформації;1
Фахівець з ландшафтного дизайну ;1
Фахівець з медичної фізики ;1
Фахівець з методів розширення ринку збуту (маркетолог) ;1
Фахівець з міської та районної планіровки ;1
Фахівець з найму робочої сили ;1
Фахівець з неруйнівного контролю ;1
Фахівець з організації кондомініумів;1
Фахівець з організації майнової та особистої безпеки ;1
Фахівець з організації побутового обслуговування ;1
Фахівець з організації та ведення фермерського господарства ;1
Фахівець з перукарського мистецтва та декоративної косметики ;1
Фахівець з питань безпеки (інформаційно-комунікаційні технології);1
Фахівець з питань вирішення колективних трудових спорів (конфліктів) ;1
Фахівець з питань зайнятості (хедхантер) ;1
Фахівець з питань мобілізаційної роботи ;1
Фахівець з питань молоді (молодіжний працівник) ;1
Фахівець з питань цивільного захисту;1
Фахівець з підтримки інфраструктури кіберзахисту;1
"Фахівець з піротехнічних, саперних та підривних робіт";1
Фахівець з плодоовочівництва і виноградарства ;1
Фахівець з пожежної безпеки;1
Фахівець з профорієнтації ;1
Фахівець з публічних закупівель;1
Фахівець з радіаційного та хімічного захисту ;1
Фахівець з раціоналізації виробництва ;1
Фахівець з реагування на інциденти кібербезпеки;1
Фахівець з режиму секретності ;1
Фахівець з рекреації ;1
Фахівець з релігієзнавства ;1
Фахівець з розвитку сільського туризму ;1
Фахівець з розміщення продуктивних сил та регіональної економіки ;1
Фахівець з розробки та тестування програмного забезпечення ;1
Фахівець з розроблення комп'ютерних програм ;1
Фахівець з тестування систем захисту інформації;1
Фахівець з технічного захисту інформації;1
Фахівець з технічної експертизи ;1
Фахівець з туристичного обслуговування ;1
Фахівець з управління активами ;1
Фахівець з управління енергозбереженням в будівлях ;1
Фахівець з управління природокористуванням ;1
Фахівець з управління проектами та програмами у сфері матеріального (нематеріального) виробництва ;1
Фахівець з урегулювання конфліктів та медіації у соціально-політичній сфері;1
Фахівець з фізичної реабілітації;1
Фахівець з фінансово-економічної безпеки ;1
Фахівець з фольклористики ;1
Фахівець із агрохімії та ґрунтознавства ;1
Фахівець із генеалогії ;1
"Фахівець із гостинності (готелі, туристичні комплекси та ін.)";1
Фахівець із готельної справи ;1
Фахівець із забезпечення оперативно-рятувальних служб цивільного захисту ;1
Фахівець із звірівництва ;1
Фахівець із зв'язків з громадськістю та пресою ;1
Фахівець із конференц-сервісу ;1
Фахівець із нетрадиційних видів енергії ;1
Фахівець із організації дозвілля ;1
Фахівець із організації захисту інформації з обмеженим доступом ;1
Фахівець із організації інформаційної безпеки ;1
Фахівець із орієнтування осіб з порушеннями зору;1
Фахівець із ресторанної справи ;1
Фахівець із санаторно-курортної справи ;1
Фахівець із селекції та генетики сільськогосподарських культур ;1
Фахівець із сертифікації ;1
Фахівець із соціальної допомоги вдома ;1
Фахівець із соціальної роботи ;1
Фахівець із спеціалізованого обслуговування ;1
Фахівець із стандартизації ;1
"Фахівець із стандартизації, сертифікації та якості ";1
Фахівець із телекомунікаційної інженерії ;1
Фахівець із туристичної безпеки ;1
Фахівець із якості ;1
Фахівець інфокомунікацій;1
Фахівець оперативно-рятувальної служби цивільного захисту ;1
Фахівець садово-паркового господарства ;1
Фахівець сфери захисту інформації;1
Фахівець у сфері позашкільної освіти;1
Фахівець ;1
Фахівець-аналітик з дослідження товарного ринку ;1
Фахівець-організатор соціально-побутового обслуговування ;1
Фахівець-організатор торгівлі на ринку цінних паперів ;1
Фацетник ;1
Фельд'єгер ;1
Фельдшер ветеринарної медицини ;1
Фельдшер з медицини невідкладних станів;1
Фельдшер із санітарної освіти ;1
Фельдшер на морських і річкових суднах ;1
Фельдшер пожежно-рятувального (аварійно-рятувального) підрозділу;1
Фельдшер санітарний ;1
Фельдшер ;1
Фельдшер-лаборант ;1
Фенольник ;1
Ферментаторник ;1
Ферментувальник чаю ;1
Фермер ;1
Фідерник ;1
Фізик ;1
Фізичний терапевт;1
Фізіолог рослин;1
Фізіолог ;1
Фіксаторник ;1
Філігранник паперу ;1
Філолог ;1
Філолог-дослідник ;1
Філософ ;1
Фільєрник ;1
Фільмоперевіряльник ;1
Фільмотекар ;1
"Фільтр-пресувальник (виробництво керамічних, фарфорових та фаянсових виробів) ";1
Фільтр-пресувальник (електротехнічне виробництво) ;1
Фільтрувальник ;1
Фітнес-тренер ;1
Флегматизаторник порохів (спеціальні хімічні виробництва);1
Фліперувач бортових кілець ;1
Флорист ;1
Флотатор ;1
Флотаторник (виробництво крохмалю та крохмалепродуктів) ;1
Флотаторник (виробництво скла та скловиробів) ;1
Флюсовар (доменне виробництво) ;1
Флюсовар (сталеплавильне виробництво) ;1
Флюсувальник ;1
Фокусник ;1
Фольклорист ;1
Фонотекар ;1
Форматор скульптурного виробництва ;1
Формотримач ;1
"Формувальник абразивних виробів на бакелітовій, вулканітовій та епоксидній зв'язках ";1
Формувальник абразивних виробів на керамічній зв'язці ;1
Формувальник азбестоцементних виробів ;1
Формувальник анодів ;1
Формувальник асфальтових плиток ;1
